ticker,secShortName,return20
000930,博时黄金ETF-I,0.0151268410958
000217,华安黄金易ETF联接-C,0.0151455546814
000216,华安黄金易ETF联接-A,0.0152641878669
000044,嘉实美国成长股票-USD,0.0153631284916
000271,中邮定开债券-A,0.015450310559
000247,方正富邦互利定开债券,0.0154545454545
000247,方正富邦互利定开债券,0.0154545454545
001259,德邦鑫星稳健灵活配置混合,0.0154633896569
000272,中邮定开债券-C,0.0156838143036
000782,国投岁增利一年定开债券-C,0.0158035714286
000062,银华量化智慧动力灵活配置混合,0.0163532297629
000781,国投岁增利一年定开债券-A,0.0166283389351
000782,国投岁增利一年定开债券-C,0.0168022164626
001197,长盛转型升级主题灵活配置混合,0.017094017094
000527,南方新优享灵活配置混合,0.017094017094
001060,前海开源高端装备制造灵活配置混合,0.0171790235081
